97560	0	1
114568	0	1
211348	0	1
256433	0.344	1
170583	0.344	1
130767	0.344	1
140281	0.344	1
1371	0.344	1
254689	0.344	1
139761	0.344	1
242787	0.344	1
192658	0.344	1
275256	2.086	1
256517	2.086	1
141851	2.086	1
114503	2.086	1
163092	2.43	1
103895	2.43	1
136008	2.43	1
144282	2.43	1
264385	2.43	1
100516	2.43	1
79741	3.119	1
122369	3.119	1
48826	3.119	1
257199	3.119	1
180593	3.119	1
49475	3.119	1
42750	3.119	1
3786	3.119	1
2503	3.119	1
42295	3.119	1
223317	3.463	1
191419	3.463	1
145500	3.463	1
94832	3.463	1
176723	3.463	1
30986	3.463	1
154411	3.463	1
41210	3.463	1
261821	3.807	1
103850	3.807	1
100230	3.807	1
57901	3.807	1
131805	3.807	1
3474	3.807	1
185974	3.807	1
30490	3.807	1
149361	3.807	1
271052	3.807	1
92504	3.807	1
55150	3.807	1
250788	4.15	1
132349	4.15	1
28813	4.494	1
223280	4.494	1
274525	4.494	1
103585	4.494	1
30849	4.494	1
94120	4.494	1
246188	5.532	1
213665	5.876	1
149618	5.876	1
47165	5.876	1
49	5.876	1
2458	5.876	1
255314	5.876	1
222430	6.219	1
241782	6.219	1
38420	6.219	1
98730	6.219	1
263676	6.219	1
131804	6.219	1
144994	6.219	1
95174	6.219	1
127415	6.219	1
179953	6.219	1
43663	6.219	1
104981	6.219	1
262408	7.608	1
2414	7.608	1
136782	8.298	1
214895	8.642	1
30194	8.642	1
211132	8.985	1
253128	8.985	1
212006	8.985	1
74479	8.985	1
40236	8.985	1
94825	9.329	1
263461	9.329	1
136037	9.329	1
268538	9.329	1
40225	9.329	1
91173	9.329	1
220671	9.672	1
250137	9.672	1
175865	9.672	1
38345	9.672	1
90406	9.672	1
137248	9.672	1
220154	10.016	1
11558	10.016	1
268147	10.016	1
223119	10.016	1
189703	10.016	1
37566	10.016	1
225578	10.36	1
263289	10.36	1
35385	10.36	1
114916	10.36	1
95775	10.36	1
150843	10.36	1
190589	10.36	1
128457	10.36	1
240049	10.36	1
98052	10.36	1
92329	10.36	1
136578	10.36	1
13397	10.36	1
34789	10.36	1
120660	10.36	1
236247	10.36	1
124827	10.36	1
248256	10.36	1
215547	10.36	1
116959	10.36	1
37927	10.703	1
155300	10.703	1
3929	10.703	1
230333	10.703	1
222256	10.703	1
129060	11.393	1
38955	11.393	1
166822	11.393	1
48013	11.393	1
69407	11.737	1
140055	12.08	1
219700	12.424	1
91185	12.424	1
157404	12.424	1
3564	12.768	1
189584	13.111	1
119539	13.455	1
88	14.493	1
263761	15.531	1
129495	15.531	1
252039	15.875	1
24326	15.875	1
174626	15.875	1
120297	16.218	1
107015	16.218	1
106171	16.218	1
211366	16.218	1
194590	16.218	1
187643	16.218	1
171612	16.218	1
142842	16.908	1
143421	16.908	1
453	16.908	1
28059	16.908	1
180071	16.908	1
522	17.252	1
177588	17.941	1
108975	18.631	1
250604	18.631	1
265749	18.631	1
54773	18.631	1
247095	18.631	1
34903	18.631	1
135208	18.975	1
49667	18.975	1
156450	19.318	1
181197	19.318	1
225125	20.008	1
134262	20.008	1
266755	20.008	1
257635	20.008	1
40811	20.008	1
209301	20.008	1
260231	20.352	1
4292	20.352	1
223895	20.695	1
133145	20.695	1
101829	21.039	1
189108	21.039	1
258981	21.039	1
140377	21.039	1
52420	21.383	1
11954	21.383	1
3146	21.383	1
252380	21.383	1
121134	22.072	1
177743	22.072	1
215748	22.762	1
31705	22.762	1
73181	22.762	1
225658	22.762	1
56838	22.762	1
162223	23.8	1
8722	24.144	1
137088	24.144	1
220679	24.144	1
71856	24.487	1
128737	24.487	1
192734	24.487	1
14937	24.487	1
3243	24.831	1
67266	24.831	1
93928	24.831	1
172482	24.831	1
127710	24.831	1
125747	24.831	1
179679	24.831	1
123410	24.831	1
155137	24.831	1
101990	24.831	1
164269	24.831	1
245251	24.831	1
150666	24.831	1
42145	24.831	1
138511	24.831	1
19295	24.831	1
179099	24.831	1
189116	24.831	1
59507	24.831	1
827	24.831	1
174335	24.831	1
174598	24.831	1
179540	24.831	1
3331	24.831	1
178856	25.175	1
221811	25.175	1
242792	25.175	1
228036	25.175	1
253740	25.518	1
49763	25.518	1
170372	25.518	1
216132	25.518	1
51386	25.518	1
175597	25.518	1
151137	25.518	1
116660	25.862	1
206234	25.862	1
259917	25.862	1
49678	26.206	1
103599	26.206	1
175976	26.206	1
2753	26.549	1
270935	26.893	1
169890	26.893	1
40940	26.893	1
88308	26.893	1
48952	26.893	1
50656	26.893	1
244478	27.236	1
271881	27.236	1
181647	27.236	1
115045	27.58	1
125397	27.58	1
246263	28.27	1
658	28.613	1
86646	29.303	1
211002	29.303	1
130413	29.303	1
139905	29.303	1
116669	29.303	1
159469	29.303	1
23201	29.303	1
165546	29.647	1
224908	30.336	1
186473	30.336	1
378	30.336	1
109053	30.68	1
37077	31.718	1
150118	31.718	1
125902	31.718	1
128283	32.062	1
180537	32.062	1
179460	32.405	1
109939	32.405	1
13517	32.749	1
218174	32.749	1
2690	33.439	1
255777	33.439	1
36374	33.782	1
270578	34.472	1
179375	34.472	1
24609	34.472	1
2445	34.472	1
250350	34.472	1
150299	34.472	1
276604	34.472	1
58133	34.472	1
179218	34.472	1
221196	34.816	1
219836	34.816	1
125337	35.159	1
5060	35.849	1
144587	35.849	1
163227	35.849	1
32975	35.849	1
34999	36.193	1
38583	36.536	1
192007	36.536	1
54304	36.536	1
273845	36.88	1
166826	36.88	1
116198	36.88	1
96617	36.88	1
222483	36.88	1
266289	36.88	1
112093	36.88	1
107335	36.88	1
104360	36.88	1
145365	36.88	1
203188	36.88	1
248365	36.88	1
169046	36.88	1
116443	36.88	1
245290	36.88	1
49060	36.88	1
148976	36.88	1
225268	36.88	1
112919	36.88	1
90907	36.88	1
95159	36.88	1
109063	36.88	1
16355	36.88	1
39689	36.88	1
225782	36.88	1
42395	36.88	1
20518	36.88	1
71943	36.88	1
84693	36.88	1
218473	36.88	1
111202	36.88	1
93461	36.88	1
93715	36.88	1
42973	36.88	1
188512	36.88	1
152613	36.88	1
373952	36.88	1
215123	36.88	1
29089	36.88	1
99828	36.88	1
548	36.88	1
214862	36.88	1
205314	36.88	1
18234	36.88	1
277237	36.88	1
124276	36.88	1
22575	36.88	1
820	36.88	1
35381	36.88	1
66208	36.88	1
131618	36.88	1
183557	36.88	1
158312	36.88	1
124119	36.88	1
148480	36.88	1
62545	36.88	1
144546	36.88	1
15719	36.88	1
19852	36.88	1
241911	36.88	1
250131	36.88	1
269029	36.88	1
152266	36.88	1
2760	36.88	1
221041	36.88	1
219414	36.88	1
176288	36.88	1
82819	36.88	1
126768	36.88	1
212870	36.88	1
42839	36.88	1
39011	36.88	1
39522	36.88	1
94381	36.88	1
61099	36.88	1
41211	36.88	1
42553	36.88	1
78261	36.88	1
165673	36.88	1
251741	36.88	1
6627	36.88	1
17438	36.88	1
107798	36.88	1
165972	36.88	1
259205	36.88	1
149605	36.88	1
78048	36.88	1
216000	36.88	1
149569	36.88	1
113841	36.88	1
239852	36.88	1
79285	36.88	1
97475	36.88	1
139064	36.88	1
271616	36.88	1
102694	36.88	1
266953	36.88	1
275542	36.88	1
214437	36.88	1
256626	36.88	1
90498	36.88	1
44692	36.88	1
37723	36.88	1
117392	36.88	1
169157	36.88	1
151213	37.224	1
159265	37.913	1
176066	37.913	1
226751	38.257	1
226294	38.257	1
213726	38.257	1
213508	38.257	1
26563	38.257	1
49817	38.257	1
271889	38.257	1
1055	38.257	1
16929	38.257	1
237304	38.257	1
1351	38.257	1
44529	38.601	1
187110	38.601	1
38824	38.601	1
274403	38.601	1
42840	38.601	1
218527	39.639	1
266902	39.982	1
214390	39.982	1
15349	40.326	1
252567	40.326	1
226692	40.326	1
8643	40.326	1
2350	41.364	1
102139	41.708	1
114818	41.708	1
269663	41.708	1
80828	41.708	1
100506	41.708	1
90979	41.708	1
182602	41.708	1
32681	42.051	1
67576	42.395	1
190259	43.085	1
131096	43.085	1
46417	43.428	1
3215	43.428	1
177420	43.428	1
36672	43.428	1
1622	44.118	1
183069	44.118	1
250826	44.118	1
98808	44.118	1
42970	44.118	1
251874	44.118	1
223821	44.118	1
47487	44.118	1
159492	44.118	1
248943	44.118	1
122234	44.118	1
52686	44.118	1
23747	44.118	1
116464	44.118	1
130639	44.118	1
105869	44.118	1
116158	44.118	1
276276	44.118	1
27025	44.118	1
101999	44.118	1
117143	44.118	1
120652	44.118	1
17279	44.118	1
126288	44.462	1
54442	44.462	1
45697	44.462	1
3402	44.462	1
210610	44.462	1
33625	44.462	1
110466	44.805	1
3073	44.805	1
27859	44.805	1
107427	44.805	1
197004	45.495	1
69193	45.839	1
149972	45.839	1
180234	45.839	1
48910	46.182	1
153848	46.182	1
217888	46.182	1
25540	46.182	1
215521	46.182	1
132073	46.182	1
186592	46.182	1
227161	46.182	1
243480	46.182	1
179617	46.182	1
26882	46.182	1
58866	46.182	1
130716	46.526	1
39144	46.526	1
93814	46.526	1
161003	46.526	1
252311	46.526	1
188348	46.526	1
254270	46.526	1
210959	46.526	1
165962	46.526	1
25280	46.526	1
101094	46.526	1
256755	46.526	1
252226	46.526	1
90383	46.526	1
243174	46.526	1
140751	46.526	1
223727	46.526	1
218337	46.526	1
28798	46.526	1
150653	46.526	1
240125	46.526	1
161211	46.526	1
164395	46.526	1
139894	46.526	1
270061	46.526	1
186593	46.526	1
93584	46.526	1
94108	46.526	1
102719	46.526	1
269709	46.526	1
243509	46.526	1
3417	46.526	1
47832	46.526	1
198809	46.869	1
104	47.213	1
215762	47.213	1
64902	47.213	1
6819	47.213	1
1780	47.213	1
129096	47.557	1
169179	47.557	1
145210	48.946	1
24696	49.635	1
42002	58.615	1
112862	59.653	1
168262	60.342	1
124484	60.342	1
257671	60.342	1
105516	60.686	1
248920	60.686	1
264445	60.686	1
88895	60.686	1
56049	60.686	1
181747	60.686	1
57392	60.686	1
94796	60.686	1
187654	60.686	1
274833	60.686	1
191395	60.686	1
214442	60.686	1
81706	60.686	1
145167	60.686	1
267008	60.686	1
221548	61.03	1
72189	61.03	1
125692	61.03	1
38482	61.03	1
111873	61.03	1
148431	61.373	1
355471	62.762	1
314313	62.762	1
405041	63.106	1
340273	63.106	1
348011	63.106	1
376964	63.106	1
373382	63.106	1
305183	63.106	1
382393	63.106	1
387065	63.106	1
382617	63.106	1
403332	63.106	1
